NO_MUNICIPIO;Extrativa Mineral;Prod. Mineral Não Metálico;Indústria Metalúrgica;Indústria Mecânica;Elétrico e Comunic;Material de Transporte;Madeira e Mobiliário;Papel e Gráf;Borracha. Fumo. Couros;Indústria Química;Indústria Têxtil;Indústria Calçados;Alimentos e Bebidas;Serviço Utilidade Pública;Construção Civil;Comércio Varejista;Comércio Atacadista;Instituição Financeira;Adm Técnica Profissional;Transporte e Comunicações;Aloj Comunic;Médicos Odontológicos Vet;Ensino;Administração Pública;Agricultura;Outros. ignorados;Total
ES-SAO GABRIEL DA PALHA;1910.6500000004;2110.3737777778;1445.4402702703;4045.6449999996;0;0;1476.3842857142;1395.4912500001;1236.1246153846;1784.0533333334;1325.4801545364;0;1408.5256024096;6316.6270000007;1643.4584320558;1704.3437590361;3799.2313106794;11769.072436975;2305.2675384615;1375.5432342007;1458.0921472393;1464.5566393442;2124.4766346152;3239.8332193732;1441.4041747572;0;2046.4971728617
ES-SAO JOSE DO CALCADO;0;848.7400000002;817.2999999998;0;0;0;0;0;1272;1829.8814285712;0;0;1478.2550000002;6825.6615789478;2038.5631249994;2248.9340863789;1249.4240000002;29684.6936000028;1633.7499999999;3129.6200000004;1466.7143478261;1306.8414285712;1869.415000001;2164.3130684325;1276.0206481481;0;2712.1535569853
ES-SAO MATEUS;15993.3764971755;1727.5714540059;1490.8019318182;1749.9774468084;1795.7414285719;2785.6896721312;1631.3952631581;1806.9075000001;1529.8993548387;1711.1565151516;1645.3003012047;0;1455.4243071786;5269.8460000001;2102.4708452536;1899.7357703029;2134.552936747;10654.9404858298;2414.9945060137;3002.2232401091;1747.0914345696;2074.4459167406;3041.0195048309;3046.539205379;1957.287767584;0;2562.2686899844
ES-SAO ROQUE DO CANAA;0;1633.2149656751;1810.1750000001;2718.0899999999;1900.7400000002;0;1815.9360766962;1426.6549999998;0;1268.28375;1640.1937500001;0;1389.5345588235;5038.0374999996;2641.4614814819;1589.3676642335;1866.5175000003;13288.505909092;1746.9320408164;1672.5352499999;1487.4066153846;1729.7176470588;1286.8466666659;2647.5899203187;1301.4523225807;0;1985.558115942
ES-SERRA;3708.9130487803;3420.9034755707;5730.2223137343;3376.462870223;2631.7262349398;2621.4295930232;2000.3905789474;2407.0978176383;4307.1144640995;4144.7651668892;1646.9286924939;2715.5621192053;1812.6783854433;9147.2177927064;3752.705089778;2627.3586720758;3501.9202971254;18337.4633190262;2347.1285073395;2654.5472313488;1719.6130166825;2830.6240491209;2730.5354880107;3668.4892781992;2587.4159940655;10198.165789474;3177.1692434905
ES-SOORETAMA;0;1431.9199999999;1941.75;1221.8800000008;4524.7155882346;0;2305.1687092392;0;2066.4038518519;1452.5;0;0;1569.9659574468;2298.7265384613;1811.5805128206;1744.1483039349;3548.3959615383;13059.2749999999;1511.078046875;2148.9030769232;1417.98375;1382.362;1030.5950000002;2397.1613708019;1535.873269639;0;2010.5156933358
ES-VARGEM ALTA;2753.6714977974;2457.1161846902;1736.2652631578;3229.6590769232;0;1538.61;2029.075086207;1343.7699999996;1502.5;2016.1074999999;0;0;1475.8974025974;3900.8735294119;3216.5712499999;1707.1719819819;2241.7178260871;25678.523947368;1555.1404850747;2569.0017391303;1897.3337254901;1847.7418918918;1450.9482142855;2325.5563742072;1708.7691304349;3804.2266666673;2489.0290343782
ES-VENDA NOVA DO IMIGRANTE;2012.6162745098;1802.4939716311;1752.2474999997;1879.092;1500;1858.9662500001;1623.54125;2026.3375;1841.1905116278;0;1459.1952941175;0;2102.6519266056;8658.2040625003;3886.5715789472;1889.9573819444;3737.9748137534;19924.3421739136;2012.2918978101;2294.8210857142;1665.002;2016.8992112676;4238.1624528303;2732.9089961014;1834.1705894309;9240;2713.1693534554
ES-VIANA;1484.6799999993;2150.3304624278;2606.1910746267;1798.91;1788.58;1846.9453488372;1830.6917241381;2654.4640000001;2408.2750746269;2794.45871875;1420.9242857143;0;2480.8645833334;16594.6933333347;3883.0636764704;2689.126434635;2773.6336813924;19831.2184745788;2162.2003294893;2597.40484413;519.3859234609;1732.8816326529;1581.0094230769;3031.1786664283;1807.0213300492;0;2662.2838749739
ES-VILA PAVAO;1417.0697247706;1299.0868750002;2349.9000000004;0;0;0;1973.5540000003;0;0;0;0;0;1212;16393.0825000014;1452.9589473684;1616.941196581;5077.8709090923;15779.4483333337;1216.0255555556;1608.4238095237;1472.9607142856;1272.6583333332;0;2223.8992358079;1507.4529411767;0;2180.5514182195
ES-VILA VALERIO;0;1587.9688888892;1566.7730769233;1241.2200000007;0;0;0;1176.4499999999;0;0;0;0;1297.6933333332;4024.95;1592.0860638298;1425.6654117647;2177.8769158878;9051.8888679258;1487.4147457628;1971.5746000001;1604.0319999999;1703.651904762;1638.8463636362;2713.2053215637;1366.4645;0;2108.0934606939
ES-VILA VELHA;9358.6288235305;1690.3657635468;2206.9955444555;3784.4476749435;2877.3492567569;2090.2070769231;1986.7110516606;1859.9797597598;1898.5794880547;2011.5781628392;1588.9398031648;1372.4694262295;2582.3785568026;3750.0641654358;2451.0020770409;2336.8607658879;3947.1142636841;15909.1597826092;2180.7365816894;4080.4974214251;1787.2846085882;2444.7924695163;3735.3550700371;3895.8476010123;1938.3054140126;14667.344374999;2793.0511088589
ES-VITORIA;24971.4090305744;3519.6732857141;2926.6423972602;4184.0534532374;4049.4460975607;3221.7553846154;1618.527260274;3147.9009898762;2281.1196481482;1500.0813888888;1582.9511355312;0;1873.654691432;6145.8263091693;3323.1709122713;2608.377959417;3930.9332134955;12744.3887546464;3180.7350302122;6560.502542333;13404.9240353173;3665.6324883765;4900.7393242552;7248.5098913519;1546.8765445026;10138.9505000008;6293.5476527632
RJ-ANGRA DOS REIS;2454.0122033896;1457.9304395604;1713.7101666666;1671.2311363636;1374.6633333334;4639.7917989186;1827.1464705885;1708.9037837838;0;1827.9499999993;1087.7950000002;0;2045.1658638743;12502.1635534846;2629.419620775;1778.1925865255;3648.5550000001;12945.5646376816;2015.3413099514;4183.2235267857;1854.5250667557;3116.3622203857;2108.3625303788;5610.6172612417;1984.865538847;19793.2299999967;3883.9675145503
RJ-APERIBE;970.29375;1742.1347999996;1805.3939333334;11191.1475581399;1567;1743.4699999997;1438.2977777774;1305.7133333332;1078.2200000007;1512.0262983426;1462.3556140352;0;1857.3124999994;0;1323.0799999998;1587.7837380191;1457.0010256411;32475.8883333299;1786.7609923665;1561.3191919191;1824.1819135803;1446.6533333336;1316.4987500002;2924.4628431372;1361.5124999997;0;2592.3347466295
RJ-ARARUAMA;3234.9109876545;3282.9485626285;1215.9872500001;3426.9900000002;4608.0138461534;1984.4140909092;1213.3109090909;1696.514716981;2413.1768571427;1652.7955813953;700.7154166667;0;1391.781627907;3040.8951833741;2526.6075893886;1844.7593403591;1737.5990302067;11987.521878981;2131.469445127;2555.8386472424;1645.0701329788;5733.1301129519;1619.7640220662;2960.6894855934;1529.8199535963;0;2528.4040162793
RJ-AREAL;0;0;0;3331.8825;0;0;1434.6442105261;0;0;3703.9391150444;1641.8480000004;0;1690.6075384616;4358.6247517729;4059.0079454927;1723.797534626;1458.8559375;11244.7135714298;1533.5085251798;1590.8487692308;1681.2764963504;1583.2041666666;1202.5975;3644.2359486607;2082.8012030075;0;2991.4288327759
RJ-ARMACAO DOS BUZIOS;0;1329.7614285712;616.7511111113;0;0;1418.5499999998;1989.5237037039;1306.1491666666;0;0;973.9494117647;0;2383.9551851852;1317.7516666669;4526.6499367093;1916.6647100234;1040.032222222;19857.154358974;2157.6846590185;1826.0240350877;1766.5422960932;1494.5124705882;1751.6622592592;3853.7293815414;1540.269;1757.5100000001;2442.1242635035
RJ-ARRAIAL DO CABO;0;2000;1619.9161538461;3037.2440000005;0;0;1378.7624999997;0;0;1929.1963636362;1584.4700000007;0;1338.6350000001;0;1372.5858064516;1964.2531617647;1375.54875;26950.8996969683;1728.4194863563;4094.9389568344;1374.9308;1426.9546153846;1908.60592;2850.4829778487;0;0;2578.2028555118
RJ-BARRA DO PIRAI;2050.3367647059;1316.8491729324;1758.4703553801;2964.1524440619;1395.6259999998;1735.5274999999;1584.2740000001;1563.2877999999;2060.0388372093;2671.2943319839;1319.8734666666;0;2133.8929971591;4172.8709933775;1974.9917109635;1648.6423210877;2146.4372740114;11459.0737264141;1748.2033093525;2069.6913340228;2033.5600503665;2508.5093296704;2422.5794956772;2801.5162495556;1663.3400617283;10744.5099999985;2441.5076364638
RJ-BARRA MANSA;2608.1202857142;1688.8585263157;3777.5120538303;2611.8470805369;2196.9854545457;1543.4530769232;1489.0578571428;2088.9635658916;1265.1154302671;1481.5689770355;1760.5720192308;0;2102.3290650406;3645.1440452262;1747.9389282385;1870.4274160394;2151.3768580061;16839.3818617024;1880.9602190258;2577.3794959069;1701.5038091216;2162.7230405671;2663.8413714286;2618.6090533388;1423.3430555556;2827.4533333344;2446.1014704156
RJ-BELFORD ROXO;2223.3819999998;1863.3232432433;2414.6562980769;2059.338172043;1826.2399999994;1158.5677777779;1637.0515789473;1542.3474193548;1260.200909091;7609.701216649;1252.6148717949;2014.1899999995;1410.7528301887;7872.5078571429;2413.8521734234;2123.614747502;3388.2296390299;17160.1967543873;1995.3554569893;2714.581364578;1701.2531677771;1783.2849386503;1467.7273175355;2688.1748084988;725.887142857;2579.4000000013;2644.1184482759
RJ-BOM JARDIM;2082.2389705881;1693.298181818;2211.5568421052;0;0;2028.1099999994;2220.8048571428;2426.3476744186;913.5940000001;2249.7016666667;1540.9212440945;0;1949.1241721854;10607.6689130437;1590.9042857141;1925.8956061839;1670.4364864865;18047.5127906988;1907.6337704918;2868.5376346911;1450.4031264917;1834.9783908046;1699.1827350427;3910.350423729;1521.6051410657;0;2440.2426791166
RJ-BOM JESUS DO ITABAPOANA;0;1695.5468656715;1441.5876595745;1338.9624999999;1502.9139999997;0;1476.1606060605;1449.7025;2444.4595000001;2139.1709210527;1047.5800000001;0;1786.5403642384;7031.5550000006;4601.525151516;1666.5396585366;1717.6937168141;17368.4780672279;1788.0112765958;1944.4952340426;1633.9333548387;2209.3480033003;2217.054247191;2857.928678118;1811.2916349809;0;2361.6532199405
RJ-CABO FRIO;2926.8675588866;1706.0992783505;1258.6851923077;3000.2195454546;1404.3766666663;1502.3270454546;1805.6725454546;1096.2164999999;1300.6246666666;1749.7391943958;1368.1036;0;1933.0012314541;4320.6592999999;1701.8056338027;1912.4374649093;1619.7776216216;15093.3862475045;2113.8076057374;2977.0308848208;1660.4301886179;2119.8461397899;2136.5681949767;3557.9534434867;1423.1991919191;4399.7599999994;2468.4803608272
RJ-CACHOEIRAS DE MACACU;1870.321153846;2070.9265957444;967.2575000001;768.9255555556;0;1228.4472727273;0;1524.5600000005;1833.2542105258;1749.1251351352;1644.4915079367;0;2980.4823258706;2995.3859259258;2257.4433009708;1710.5956776804;2126.0487341772;18150.9808474547;1914.6951861703;2296.2440316901;1530.4033587787;3447.3309150328;1276.1410236221;3337.0970279929;1517.5135229357;0;2490.2463471054
RJ-CAMBUCI;1450.2883333334;1511.2333333331;1521.6633333334;0;0;0;0;0;0;0;0;0;1537.974829932;0;4442.9741509442;2360.3350574712;1327.3278571428;9959.1322222249;1209.4716666666;1935.6457142857;1645.9975609756;1490.9679999999;1278.898695652;2628.619254302;1999.1467226889;0;2461.2849225013
RJ-CARAPEBUS;0;1714.7949999999;3950.2219999999;2355.6936666665;0;0;1936.4930000003;0;0;0;0;0;673.9575;5521.3343548387;5049.4127272736;1756.5757627119;1499.4863636362;7397.9600000012;1610.4978378377;2426.5803305785;1837.373076923;1567.1957142861;1262.1857142857;2907.7087183907;1584.5120754715;0;2712.3760526316
RJ-COMENDADOR LEVY GASPARIAN;0;1580.2209090911;3166.8547499996;2746.3545454547;0;2198.4516379311;1215.472195122;1708.9793939393;0;2051.2807194244;562.5045454546;0;1626.3853225806;3320.0799999982;11735.0195999996;1791.3854761904;2140.5000411524;19004.8933333304;1332.7786666667;1988.4857971013;2041.6004651162;1346.2359999999;1919.0722981366;3120.0322416302;1145.8008823528;14263.1916666677;2397.9162924281
RJ-CAMPOS DOS GOYTACAZES;1953.8461083742;1615.5713660532;1659.2406095238;2457.7648076923;1467.8608527132;1995.5810891089;2245.8595679012;2935.6436619719;1332.3224503312;4172.5723333334;1366.2940291262;2003.4100000002;2604.1345515109;3476.4331851311;2651.0222465468;2073.751654955;2349.7303689688;12135.343028611;1856.4651079628;2693.6007677357;1923.5924046583;3745.9766530353;5727.1029605822;4054.7760876311;1557.4593071161;3107.7016;3042.7271780525
RJ-CANTAGALO;755.1399999997;5648.7645202953;1740.3150000003;1544.3269230768;0;0;1818.2450000003;878.3199999999;0;0;1501.9520645161;0;696.0140336135;9718.5949999988;2545.45912;1486.1188246268;1415.8410687022;15381.6825531919;2549.9223333331;4973.2599999997;1907.7242818428;2335.1933333334;1352.8642857143;3297.4954747474;1467.1834732823;5666.8149999999;2962.5440881422
RJ-CARDOSO MOREIRA;2108.7448387097;1327.5505405406;0;0;1510.6299999996;0;0;0;0;0;0;0;1388.2650000004;0;874.6950000001;1567.1432888888;1579.8212162163;9106.2217647056;1635.7446428571;4834.7924000002;1500.3945454545;1134.1699999999;1555.2436842106;2589.3761155556;1408.5933653846;0;2276.1363839286
RJ-CARMO;1621.7126086956;1597.1890000003;1036.5840000002;0;0;0;1452.8419999998;1439.67;606;1538.9410000002;1556.5110679612;0;1483.8035766424;6830.1175000002;1979.526590909;1687.77077951;1656.036111111;12373.0613636331;1582.5604040405;4508.5961950697;1483.8498697917;2140.4643137254;1426.7498809524;2661.0856805294;1558.7240666665;0;2716.6556613103
RJ-CASIMIRO DE ABREU;1994.4009999998;1485.508;1956.9232692307;1714.7733333328;2451.7466666666;0;1389.0175000001;1570.1699999999;1430.3493749999;1758.5092307693;1608.3829629631;0;1481.3029357798;0;1410.7146611342;1724.4011230857;1357.8051234567;21532.5479591856;1692.6384037559;2083.07868;1568.270521327;1277.8412307693;1519.0376271187;3602.5282736045;2572.0993495936;7332.7204545434;2603.5437879356
RJ-CONCEICAO DE MACABU;3071.6649999991;1182.0061538462;2358.8725000004;2413.3584782609;0;1336.4299999997;1334.5500000008;0;0;0;0;0;1927.2405769231;1401.8900000006;1411.8949999998;1805.9444858156;1562.1302;19597.7974074108;1499.4526666665;1988.2744166668;1935.2717821782;3106.4287349397;1891.9392553192;2583.4081229051;1461.0281460673;0;2453.9235541311
RJ-CORDEIRO;0;2128.816;1740.1410199005;2252.5358018869;2112.2127586204;0;1523.1984210523;925.4466666666;0;1472.4237500003;1431.0897336562;0;1296.8892982457;3699.5726666665;2068.2610112358;1479.3262871287;1539.1670731708;15205.4221428593;2216.2101481481;2005.2951000001;1825.5500404858;3346.1889693594;1322.8230285714;3441.2271645919;2285.5986407766;0;2295.9879843534
RJ-DUAS BARRAS;1719.6958333332;0;0;0;1976.132;1462.968125;888.064;0;0;1991.2185714287;1548.9267741938;0;2533.5684615385;1982.0136363634;1472.6743902441;1460.7463716814;1447.78;34310.6058333429;1735.6356896551;2693.7039534883;1612.9207246375;1054.4684615385;0;2462.9186347518;1563.8817030567;0;2223.9758252428
RJ-DUQUE DE CAXIAS;8492.8527573528;2172.0613636365;3085.3583268048;3407.6532458233;5767.3391666666;5518.651356674;1879.8241717792;2798.2042627013;3746.8709588117;10494.5411280827;1464.4657249379;1661.6676470588;1897.4852598284;3788.226792;2656.63636936;2184.3657827179;3008.1698465006;14742.3415049338;2358.2036999755;2808.5835935781;1839.3299558747;2367.2450356295;2208.8002212161;6008.2122632808;1909.1262589927;31273.9199999869;3189.8015039466
RJ-ENGENHEIRO PAULO DE FRONTIN;1519.5366666665;1425.8300000001;0;0;1272.5;0;0;1862.4000000004;1380.0913513514;1519.504069264;2976.0995833333;0;1560.8980000002;1800.5738095237;735.016;1681.9913934426;1439.4573076924;22372.9326666698;1729.1490625;2165.6380769228;1351.5879069767;2910.3187499997;1627.9900000002;2718.9581880734;1536.1791566266;0;2321.3030813008
RJ-GUAPIMIRIM;2130.0387500001;1274.7345833333;2443.1394814814;2697.2557142858;0;0;1485.7872549021;3752.928830549;0;2220.6454545459;1593.9358620689;0;1518.9107812499;1336.1395833333;1793.0801369862;1827.1389631043;2040.0485665529;10724.9083673458;3580.7376194771;2631.4573333333;1540.6981214421;1360.8122471911;1430.1434848486;2393.5447592413;1233.96;0;2398.8320267727
RJ-IGUABA GRANDE;1241.4850000003;1387.5472727271;0;0;0;0;0;1314.7442857144;1283.7400000002;0;0;0;1321.2668000002;1482.4700000007;1774.207142857;1675.8814232673;1242.9026666666;12077.0085185187;1881.4281761006;4207.4962365597;1500.7695151515;1539.6171428571;1813.7463157895;2905.272359882;885.8745454544;0;2561.234940129
RJ-ITABORAI;1870.3854761906;2154.488102383;2092.3609259259;2438.4897397772;2160.3518181816;1959.1526424871;1879.0962857142;1842.9169082126;1528.3169306931;20426.8871666675;1469.3571212121;0;1748.0863149848;2670.3712328769;1953.9954680187;2018.2404675325;2392.66011772;14453.1227530367;4449.5113291138;2353.9462817322;1621.1375397749;2822.6606390531;1626.9452478134;2851.6004098894;1584.0057435897;0;2876.6955033141
RJ-ITAGUAI;7469.8397966103;3132.6379452054;16634.6076379075;2238.8602205882;1655.9480357142;5876.3627529677;1374.3627272726;1444.5361538459;1321.4060000001;1836.0750000007;949.6566666669;0;1716.4583441558;4467.7009191177;3516.7132190103;2047.7013339404;2354.7458186399;10518.4667873301;2094.8700915332;4732.5053421751;2087.9973041576;1939.3728822495;1841.8560279965;4564.3037388316;1516.9278399999;0;4231.9611337921
RJ-ITALVA;1974.0939534885;2518.3148;1263.5806451613;0;1746;0;2137.2742307694;1319.3900000006;1255.206666667;0;1075.2357017544;0;1602.5596511628;0;1526.0825779036;1619.7110537634;388.0969607843;14241.6943333343;1492.2633333332;3437.8294736841;1467.1253424658;1402.5813333332;1410.0537500002;3172.7418412698;2398.7019587629;0;2203.2030262009
RJ-ITAOCARA;0;1783.616818182;699.9124999996;1138.9500000004;0;0;1366.2177083333;1320.6733333332;0;1285.79;1474.867763158;0;1770.0971748879;1950.3900000006;1841.9936363635;1618.9308820161;2176.4123404255;20145.4744262299;2009.397478261;2168.3691794872;2374.2618032787;1751.5217777778;1155.8178030303;2876.9762200957;1731.8512500001;24769.2900000066;2419.6012657233
RJ-ITAPERUNA;2330.0681012658;1611.3780722891;1377.3792253522;1813.6066666667;0;1785.2113333334;1434.1173076924;1500.1789795919;2480.6580701754;2592.002808989;1384.3817662008;1339.8240000002;1801.6110220014;1480.765151099;1818.8978091651;1955.7507105629;1910.2354812834;12116.914038461;2192.9850296912;2079.6037062938;1619.4962274774;2520.7567638152;3734.1330702204;4088.6793633785;1671.7822204471;0;2477.4265417992
RJ-ITATIAIA;1136.6120000005;1529.5199999999;4668.4228643214;3678.5896026491;1430.1438709678;5976.1508910891;1543.3999999998;0;4297.0244459835;4014.8952866243;4504.5666666677;0;2057.2320689653;16552.9857142844;2559.8821960784;1893.0047011145;5092.5954545447;16261.7802380986;2778.5444578311;3246.1551685393;1531.3010434292;1552.8811764707;1413.7330201342;3170.2703248633;1373.490888889;1418.0500000008;3172.2580945934
RJ-JAPERI;1750.4328571429;2040.9503968254;2106.4175555555;2790.411651376;0;1894.1330645161;1339.6610389612;1856.1628;1881.2563636362;3252.5451690821;1457.282022472;0;1018.0370833333;2688.5669565216;1936.9259247649;2618.136229249;1632.1236363637;18288.6357894725;1878.4379069767;2020.0871153845;1545.1375362319;1939.1015686274;2155.2589274448;3747.5361888;1965.4749999999;0;2896.8949407024
RJ-LAJE DO MURIAE;0;1737.5995121952;1536.9740000006;0;0;2226.1463380283;0;0;0;1561.7388888889;1482.7203571429;0;2095.4782978724;0;5134.0928571429;1618.4758139536;2015.3699999992;40705.7524999734;1771.1719999999;6191.6449999989;1140.1374999999;1212;1514.0736363639;2364.7558385092;1713.2813084112;0;2382.3871750181
RJ-MACAE;19796.3206756252;1986.9866000001;2965.2928771229;6068.6778852223;3675.9683333334;5307.6382278007;2961.2338000001;1383.8011111108;4246.1147058825;4296.0961194026;1767.3864885496;1319.3900000006;2528.6020465211;8301.8970110196;3904.8666615138;2089.6133050206;8403.9922229847;11236.1777596263;4466.4157973838;9651.7163655716;1821.070209986;2684.6511299304;2485.429462834;5546.5089659814;2070.4849264705;2727.3460000001;7185.1770078723
RJ-MACUCO;0;1617.6799999997;2359.5980000004;0;0;0;0;1713.8524999996;0;1707.84;695.0604347826;0;6163.9428673833;8968.6213043481;1753.0217757008;1538.6590513834;2247.941666667;15217.0084615421;1856.9407228916;2269.5758974357;1334.1381690142;3500.7472727282;902.0332258066;2951.9586833332;1923.1458695653;0;3038.7094933022
RJ-MAGE;2534.6057065218;1971.6744999998;1618.8589873419;1791.3350000004;2058.6347619048;1857.0825263157;1620.9004000001;1846.7949152542;1471.3478048782;3166.4912408759;1821.7119354839;0;1824.6217096774;3679.3900675673;2798.309293305;1953.1925971793;2158.9408724833;16132.0870454535;2014.4492912088;2220.2856994818;3811.8829893476;1777.1824504505;1440.3983224755;2017.0909994783;1466.9497391302;0;2241.3966565449
