Município;Analfabeto;Até 5 Incompleto;5 Completo Fundamental;6 a 9 Fundamental;Fundamental Completo;Médio Incompleto;Médio Completo;Superior Incompleto;Superior Completo;Mestrado;Doutorado;Total
RS-SANTANA DA BOA VISTA;2;9;17;38;88;34;408;21;151;0;0;768
RS-SANT ANA DO LIVRAMENTO;68;211;300;851;1179;939;9010;472;1904;32;7;14973
RS-SANTA ROSA;17;339;368;2150;2003;2595;12307;1456;4415;164;38;25852
RS-SANTA TEREZA;2;6;9;15;32;11;65;13;40;0;1;194
RS-SANTA VITORIA DO PALMAR;45;366;352;823;782;492;2419;204;1301;4;0;6788
RS-SANTIAGO;25;190;142;346;566;554;4563;500;1911;75;27;8899
RS-SANTO ANGELO;24;288;222;1594;1476;1840;10112;1150;3358;237;109;20410
RS-SANTO ANTONIO DO PALMA;0;10;4;15;36;36;206;15;57;0;0;379
RS-SANTO ANTONIO DA PATRULHA;37;296;294;827;1164;1153;5423;584;1127;2;1;10908
RS-SANTO ANTONIO DAS MISSOES;3;16;23;76;104;97;865;47;287;0;0;1518
RS-SANTO ANTONIO DO PLANALTO;0;11;6;62;63;58;229;31;87;0;0;547
RS-SANTO AUGUSTO;38;239;228;402;533;735;1669;228;475;8;1;4556
RS-SANTO CRISTO;1;36;83;193;257;336;1950;283;671;6;0;3816
RS-SANTO EXPEDITO DO SUL;0;7;2;13;18;6;140;4;80;0;0;270
RS-SAO BORJA;30;292;194;643;923;914;6795;626;1776;221;2;12416
RS-SAO DOMINGOS DO SUL;0;35;15;25;55;48;222;24;114;3;0;541
RS-SAO FRANCISCO DE ASSIS;5;52;79;124;136;96;1252;58;376;1;0;2179
RS-SAO FRANCISCO DE PAULA;16;213;176;673;707;466;2626;275;534;10;1;5697
RS-SAO GABRIEL;76;525;272;939;846;715;5241;409;1509;20;3;10555
RS-SAO JERONIMO;5;66;47;186;302;291;2096;228;550;13;2;3786
RS-SAO JOAO DA URTIGA;7;38;31;31;50;43;263;37;155;0;0;655
RS-SAO JOAO DO POLESINE;2;15;22;57;48;61;190;92;199;2;0;688
RS-SAO JORGE;2;8;25;34;58;43;202;15;89;1;0;477
RS-SAO JOSE DAS MISSOES;0;13;7;28;19;21;124;11;85;0;0;308
RS-SAO JOSE DO HERVAL;1;11;15;43;38;29;176;16;74;0;0;403
RS-SAO JOSE DO HORTENCIO;1;20;54;156;114;116;331;26;129;0;0;947
RS-SAO JOSE DO INHACORA;1;4;9;33;50;75;466;47;161;7;1;854
RS-SAO JOSE DO NORTE;42;279;154;564;513;498;3530;138;896;9;2;6625
RS-SAO JOSE DO OURO;2;25;54;108;127;111;794;65;266;2;0;1554
RS-SAO JOSE DO SUL;0;10;9;51;54;33;194;18;77;0;0;446
RS-SAO JOSE DOS AUSENTES;6;79;39;143;99;76;443;45;161;3;1;1095
RS-SAO LEOPOLDO;42;610;1214;2876;4893;4122;29431;5901;9977;781;649;60496
RS-SAO LOURENCO DO SUL;20;139;162;467;589;482;2819;355;1163;12;5;6213
RS-SAO LUIZ GONZAGA;13;100;112;346;492;512;3922;349;1152;50;11;7059
RS-SAO MARCOS;9;230;220;663;715;881;3404;536;924;9;1;7592
RS-SAO MARTINHO;3;23;34;45;52;90;757;49;217;16;0;1286
RS-SAO MARTINHO DA SERRA;0;18;12;24;40;16;205;9;71;0;0;395
RS-SAO MIGUEL DAS MISSOES;5;58;44;101;120;114;675;46;217;40;0;1420
RS-SAO NICOLAU;2;15;19;51;59;51;261;13;122;0;0;593
RS-SAO PAULO DAS MISSOES;0;6;7;66;56;38;299;35;202;2;1;712
RS-SAO PEDRO DA SERRA;1;30;33;127;72;85;307;37;115;0;0;807
RS-SAO PEDRO DAS MISSOES;0;11;14;20;39;18;87;9;89;1;0;288
RS-SAO PEDRO DO BUTIA;0;30;25;74;80;64;356;18;123;5;0;775
RS-SAO PEDRO DO SUL;5;29;75;81;156;131;1208;126;489;19;1;2320
RS-SAO SEBASTIAO DO CAI;6;334;270;1021;833;713;2790;508;696;6;0;7177
RS-SAO SEPE;24;134;116;254;318;288;2178;109;666;2;0;4089
RS-SAO VALENTIM;0;8;14;28;38;30;198;22;105;0;0;443
RS-SAO VALENTIM DO SUL;1;25;33;42;75;54;208;16;51;0;0;505
RS-SAO VALERIO DO SUL;0;2;17;20;26;16;101;9;71;0;0;262
RS-SAO VENDELINO;0;29;40;71;62;54;304;38;79;0;0;677
RS-SAO VICENTE DO SUL;3;23;42;77;116;93;636;46;238;1;0;1275
RS-SAPIRANGA;73;540;864;3106;3947;2713;9615;1295;2031;14;2;24200
RS-SAPUCAIA DO SUL;23;231;265;1155;2626;1820;12289;1239;3658;54;12;23372
RS-SARANDI;107;243;175;629;606;883;3390;487;1463;38;9;8030
RS-SEBERI;8;41;69;217;433;348;1557;160;551;9;1;3394
RS-SEDE NOVA;0;2;10;18;34;57;176;22;95;1;0;415
RS-SEGREDO;1;10;6;39;36;20;189;9;144;0;0;454
RS-SELBACH;1;52;54;121;107;158;428;51;203;2;0;1177
RS-SENADOR SALGADO FILHO;1;18;3;22;31;12;165;11;77;1;0;341
RS-SENTINELA DO SUL;1;30;20;46;63;71;281;11;120;1;0;644
RS-SERAFINA CORREA;6;223;362;634;806;804;2497;296;866;7;5;6506
RS-SERIO;0;9;11;25;35;9;87;16;50;0;0;242
RS-SERTAO;4;29;28;46;60;60;350;46;215;8;1;847
RS-SERTAO SANTANA;2;18;26;52;90;73;349;51;159;2;2;824
RS-SETE DE SETEMBRO;2;2;0;24;22;9;92;5;60;1;0;217
RS-SEVERIANO DE ALMEIDA;0;8;13;30;31;33;271;20;119;0;0;525
RS-SILVEIRA MARTINS;0;8;8;15;24;7;171;14;90;0;0;337
RS-SINIMBU;0;34;26;48;76;54;432;48;177;0;0;895
RS-SOBRADINHO;9;81;47;160;273;180;1509;133;451;7;1;2851
RS-SOLEDADE;16;115;105;311;432;455;4004;346;966;2;0;6752
RS-TABAI;8;22;37;83;148;88;423;40;111;2;1;963
RS-TAPEJARA;276;250;258;837;616;1217;4486;547;1527;29;7;10050
RS-TAPERA;1;87;45;234;285;257;1179;138;469;3;2;2700
RS-TAPES;13;91;79;143;130;304;1093;79;314;1;0;2247
RS-TAQUARA;19;224;220;1048;1129;1344;5089;1020;1525;137;70;11825
RS-TAQUARI;11;106;87;273;423;447;3621;334;800;8;4;6114
RS-TAQUARUCU DO SUL;0;9;9;23;34;30;230;31;146;3;1;516
RS-TAVARES;1;35;15;37;45;28;386;7;88;0;0;642
RS-TENENTE PORTELA;6;29;30;98;187;195;1822;148;523;2;0;3040
RS-TERRA DE AREIA;2;34;36;150;192;214;1115;79;261;1;0;2084
RS-TEUTONIA;33;281;319;1403;900;1337;4884;767;1727;35;3;11689
RS-TIO HUGO;1;29;18;66;49;65;447;20;133;2;0;830
RS-TIRADENTES DO SUL;0;13;11;16;28;24;246;17;81;35;0;471
RS-TOROPI;0;10;26;15;38;9;129;9;79;1;0;316
RS-TORRES;10;152;110;481;714;704;6701;487;1612;41;6;11018
RS-TRAMANDAI;15;152;85;415;929;736;6256;395;1450;13;1;10447
RS-TRAVESSEIRO;0;6;16;97;81;80;187;28;62;0;0;557
RS-TRES ARROIOS;0;22;17;42;86;47;330;33;117;0;0;694
RS-TRES CACHOEIRAS;5;26;39;139;239;304;1729;99;291;2;0;2873
RS-TRES COROAS;10;196;343;1214;1208;906;3028;416;564;6;150;8041
RS-TRES DE MAIO;5;63;56;220;291;447;3580;413;1218;131;39;6463
RS-TRES FORQUILHAS;0;32;13;14;27;3;140;8;88;0;0;325
RS-TRES PALMEIRAS;2;7;10;26;51;44;350;17;137;56;0;700
RS-TRES PASSOS;8;80;96;251;656;565;3829;330;1128;21;1;6965
RS-TRINDADE DO SUL;15;199;107;250;407;397;1351;76;377;14;0;3193
RS-TRIUNFO;31;214;186;654;1359;734;8296;687;1700;51;20;13932
RS-TUCUNDUVA;0;17;19;81;103;84;369;37;164;0;0;874
RS-TUNAS;0;4;22;36;56;11;134;12;85;0;0;360
RS-TUPANCI DO SUL;0;2;7;21;36;6;133;13;135;5;1;359
RS-TUPANCIRETA;14;167;146;453;415;306;1899;150;672;1;0;4223
RS-TUPANDI;3;124;124;399;373;426;1276;181;346;3;0;3255
RS-TUPARENDI;0;24;19;111;114;117;727;97;255;1;0;1465
RS-TURUCU;1;31;27;45;43;102;158;57;94;1;0;559
RS-UBIRETAMA;0;2;4;22;19;9;94;15;49;0;0;214
RS-UNIAO DA SERRA;0;6;2;10;36;19;70;10;33;0;0;186
RS-UNISTALDA;0;10;10;21;25;14;119;7;78;2;0;286
RS-URUGUAIANA;60;402;308;1558;1527;1611;13129;1082;3996;18;6;23697
RS-VACARIA;44;1125;469;2881;2319;2124;8235;943;2369;17;1;20527
RS-VALE VERDE;0;18;10;43;56;35;161;15;99;1;0;438
RS-VALE DO SOL;0;16;11;35;90;45;351;30;225;3;0;806
RS-VALE REAL;4;34;73;248;245;249;635;117;166;1;0;1772
RS-VANINI;0;12;5;29;35;34;201;8;85;0;0;409
RS-VENANCIO AIRES;20;446;530;1685;2251;1661;7673;1212;2736;20;3;18237
RS-VERA CRUZ;7;104;92;300;448;465;2499;341;825;5;1;5087
RS-VERANOPOLIS;19;162;172;856;801;788;3111;573;1408;10;1;7901
RS-VESPASIANO CORREA;0;15;12;25;38;48;148;12;55;0;0;353
RS-VIADUTOS;0;6;15;18;30;18;282;20;147;2;0;538
RS-VIAMAO;32;264;231;986;1800;1788;13674;886;3405;40;23;23129
RS-VICENTE DUTRA;2;10;4;9;39;23;81;26;100;0;0;294
RS-VICTOR GRAEFF;0;7;8;45;43;57;302;41;152;0;0;655
RS-VILA FLORES;5;31;36;136;107;126;542;54;133;0;0;1170
RS-VILA LANGARO;0;11;18;27;40;50;222;21;92;6;0;487
RS-VILA MARIA;6;56;52;237;363;283;678;144;276;0;0;2095
RS-VILA NOVA DO SUL;0;41;28;58;70;47;318;9;97;0;0;668
RS-VISTA ALEGRE;0;5;4;10;35;41;236;21;104;2;0;458
RS-VISTA ALEGRE DO PRATA;0;7;15;16;12;17;95;11;56;0;0;229
RS-VISTA GAUCHA;0;24;11;29;52;39;300;24;116;2;0;597
RS-VITORIA DAS MISSOES;0;8;17;38;13;17;155;13;89;0;0;350
RS-WESTFALIA;7;50;29;338;237;190;770;77;149;0;1;1848
RS-XANGRI-LA;18;70;110;295;529;407;2996;216;772;11;2;5426
MS-AGUA CLARA;47;348;283;722;666;611;3739;138;740;6;1;7301
MS-ALCINOPOLIS;15;63;64;96;98;71;514;14;178;0;0;1113
MS-AMAMBAI;25;496;283;362;728;444;3360;261;1291;8;0;7258
MS-ANASTACIO;35;188;218;415;402;365;1745;67;353;7;0;3795
MS-ANAURILANDIA;7;129;81;139;122;87;1039;32;237;0;0;1873
MS-ANGELICA;29;567;161;854;532;809;2535;222;624;4;0;6337
MS-ANTONIO JOAO;7;73;36;75;95;98;632;33;213;2;0;1264
MS-APARECIDA DO TABOADO;137;792;363;1571;879;1108;3930;210;1126;26;1;10143
MS-AQUIDAUANA;72;401;268;833;905;609;3752;252;1192;8;3;8295
MS-ARAL MOREIRA;27;90;57;169;267;158;1152;93;347;1;6;2367
MS-BANDEIRANTES;25;70;69;326;288;176;1032;64;366;1;11;2428
MS-BATAGUASSU;35;326;291;537;476;633;3979;114;681;110;0;7182
MS-BATAYPORA;140;164;125;298;273;215;1215;100;415;2;0;2947
MS-BELA VISTA;21;141;112;382;396;288;1876;69;410;74;1;3770
MS-BODOQUENA;11;53;45;110;186;94;1001;23;249;0;0;1772
MS-BONITO;38;240;144;463;575;574;4011;138;645;65;4;6897
MS-BRASILANDIA;19;191;116;385;305;254;1747;73;461;7;0;3558
MS-CAARAPO;125;253;316;767;812;905;4132;296;1074;4;2;8686
MS-CAMAPUA;29;263;134;241;382;206;1349;82;363;39;3;3091
MS-CAMPO GRANDE;558;3743;2851;9362;17577;17588;149389;14331;85851;3683;2126;307059
MS-CARACOL;8;52;44;86;144;58;315;12;165;1;0;885
MS-CASSILANDIA;14;267;142;463;320;510;1781;182;814;4;1;4498
MS-CHAPADAO DO SUL;47;561;353;604;790;904;4973;341;1333;30;4;9940
MS-CORGUINHO;10;40;33;119;109;36;440;15;87;0;0;889
MS-CORONEL SAPUCAIA;5;25;55;60;82;103;566;49;214;9;11;1179
MS-CORUMBA;190;694;431;1205;2123;1541;11359;635;4282;79;40;22579
MS-COSTA RICA;42;299;168;606;598;772;3322;172;676;186;9;6850
MS-COXIM;48;258;216;402;489;387;3668;209;923;4;0;6604
MS-DEODAPOLIS;4;40;36;79;148;115;1586;40;270;0;1;2319
MS-DOIS IRMAOS DO BURITI;8;128;85;157;179;149;918;36;229;50;4;1943
MS-DOURADINA;2;14;11;44;47;56;483;23;99;1;0;780
MS-DOURADOS;103;1119;880;3509;6127;5795;39361;2908;12538;560;631;73531
MS-ELDORADO;16;216;117;220;186;275;1219;77;284;0;1;2611
MS-FATIMA DO SUL;7;131;97;295;512;208;1757;114;528;1;0;3650
MS-FIGUEIRAO;6;47;40;67;84;54;339;8;98;4;1;748
MS-GLORIA DE DOURADOS;3;47;37;67;92;87;643;31;282;0;0;1289
MS-GUIA LOPES DA LAGUNA;17;107;105;138;218;133;815;21;165;22;0;1741
MS-IGUATEMI;17;120;88;169;199;325;1723;56;328;0;0;3025
MS-INOCENCIA;29;202;191;238;203;151;825;56;276;64;0;2235
MS-ITAPORA;12;118;94;393;310;245;1775;113;462;21;0;3543
MS-ITAQUIRAI;15;523;199;916;395;652;1917;133;677;5;2;5434
MS-IVINHEMA;18;202;155;364;373;585;2290;179;834;7;0;5007
MS-JAPORA;1;15;9;20;27;32;297;14;212;3;0;630
MS-JARAGUARI;10;74;97;148;174;98;636;20;163;3;0;1423
MS-JARDIM;28;117;92;229;406;277;2497;144;588;49;4;4431
MS-JATEI;7;72;66;110;129;112;704;19;173;2;0;1394
MS-JUTI;5;30;26;78;163;53;403;21;155;1;0;935
MS-LADARIO;1;19;20;94;298;361;1683;484;705;14;1;3680
MS-LAGUNA CARAPA;6;80;60;200;185;170;746;59;248;3;0;1757
MS-MARACAJU;58;393;294;1045;1113;884;6615;424;1545;6;3;12380
MS-MIRANDA;29;209;149;419;503;372;1812;104;483;6;2;4088
MS-MUNDO NOVO;15;103;72;222;221;370;1428;104;546;4;0;3085
MS-NAVIRAI;42;515;249;908;1068;1041;7186;456;2026;7;0;13498
MS-NIOAQUE;9;75;54;112;175;104;1017;32;239;0;5;1822
MS-NOVA ALVORADA DO SUL;35;208;218;614;628;502;2977;134;637;2;0;5955
MS-NOVA ANDRADINA;81;459;291;972;895;1193;7021;517;1952;18;2;13402
MS-NOVO HORIZONTE DO SUL;2;37;36;66;41;76;226;25;212;0;0;721
MS-PARAISO DAS AGUAS;3;148;88;183;222;157;863;28;306;18;0;2016
MS-PARANAIBA;52;458;339;754;657;1154;4126;371;844;3;3;8761
MS-PARANHOS;1;54;65;67;82;52;458;16;256;4;0;1055
MS-PEDRO GOMES;14;73;82;108;187;82;554;25;191;0;0;1316
MS-PONTA PORA;54;294;247;948;1158;1205;9391;798;2916;63;20;17094
MS-PORTO MURTINHO;35;224;119;291;525;182;1104;28;311;2;9;2830
MS-RIBAS DO RIO PARDO;107;990;556;1909;1600;1013;6124;215;1196;18;1;13729
MS-RIO BRILHANTE;115;491;277;990;991;995;5823;384;1408;14;4;11492
MS-RIO NEGRO;5;40;23;90;120;91;560;25;131;0;0;1085
MS-RIO VERDE DE MATO GROSSO;41;219;157;337;326;401;1436;128;508;4;1;3558
MS-ROCHEDO;13;46;21;137;189;171;1032;37;142;1;0;1789
MS-SANTA RITA DO PARDO;18;142;112;218;268;161;1131;30;190;103;1;2374
MS-SAO GABRIEL DO OESTE;263;313;208;902;924;1217;4553;414;1374;6;0;10174
MS-SETE QUEDAS;14;64;56;102;66;93;603;32;204;0;0;1234
MS-SELVIRIA;10;167;98;256;250;186;1091;53;386;4;1;2502
MS-SIDROLANDIA;47;286;267;861;1284;1859;6430;311;1595;3;3;12946
MS-SONORA;24;458;170;376;375;442;2134;150;543;4;0;4676
MS-TACURU;11;99;100;130;58;74;421;22;198;0;0;1113
MS-TAQUARUSSU;1;62;45;59;89;18;355;3;129;4;0;765
MS-TERENOS;18;184;203;604;441;343;1607;117;427;1;0;3945
MS-TRES LAGOAS;115;892;631;2656;3760;3035;25485;1382;6652;174;39;44821
MS-VICENTINA;4;133;57;156;181;157;651;36;225;1;1;1602
MT-ACORIZAL;9;6;8;21;29;25;308;9;59;0;1;475
MT-AGUA BOA;37;285;160;575;467;985;3857;302;1167;6;1;7842
MT-ALTA FLORESTA;47;380;247;649;757;1453;7783;649;1531;27;9;13532
MT-ALTO ARAGUAIA;20;110;83;287;339;571;1260;102;583;4;0;3359
MT-ALTO BOA VISTA;7;20;20;49;69;66;371;6;113;0;0;721
MT-ALTO GARCAS;22;94;81;435;346;450;1534;101;560;2;1;3626
MT-ALTO PARAGUAI;3;20;20;46;50;74;402;20;126;1;1;763
MT-ALTO TAQUARI;20;161;87;354;274;344;1328;106;401;1;0;3076
MT-APIACAS;8;58;32;77;109;126;815;17;154;0;0;1396
MT-ARAGUAIANA;9;68;62;77;96;104;467;20;112;2;0;1017
MT-ARAGUAINHA;3;8;7;13;18;15;98;2;34;0;0;198
MT-ARAPUTANGA;8;179;136;260;259;392;1894;173;626;37;5;3969
MT-ARENAPOLIS;2;26;31;23;32;71;1231;35;255;1;0;1707
MT-ARIPUANA;48;193;159;737;574;829;2832;118;939;2;1;6432
MT-BARAO DE MELGACO;5;31;22;32;36;38;348;6;106;0;0;624
MT-BARRA DO BUGRES;51;412;207;467;368;903;3895;209;878;4;1;7395
MT-BARRA DO GARCAS;52;356;307;757;1109;1486;9025;891;3013;87;18;17101
MT-BOM JESUS DO ARAGUAIA;14;59;50;121;164;225;860;37;158;1;0;1689
MT-BRASNORTE;85;323;169;447;418;588;2338;105;405;0;0;4878
MT-CACERES;87;435;265;582;716;1160;8775;607;3338;258;81;16304
MT-CAMPINAPOLIS;7;32;31;99;127;77;756;28;264;3;0;1424
MT-CAMPO NOVO DO PARECIS;115;920;480;1554;1566;2134;8166;678;1925;18;1;17557
MT-CAMPO VERDE;59;452;233;825;1035;1658;6894;720;1957;17;8;13858
MT-CAMPOS DE JULIO;30;197;151;423;389;452;1722;72;538;0;0;3974
MT-CANABRAVA DO NORTE;2;36;25;37;57;49;357;9;81;9;0;662
MT-CANARANA;34;343;766;451;498;831;2935;241;982;5;1;7087
MT-CARLINDA;2;38;31;81;73;107;752;21;173;0;2;1280
MT-CASTANHEIRA;15;101;39;63;73;146;520;29;100;0;0;1086
MT-CHAPADA DOS GUIMARAES;23;109;53;150;203;263;2336;97;461;3;0;3698
MT-CLAUDIA;20;96;58;164;206;274;1155;83;207;0;0;2263
MT-COCALINHO;33;156;89;199;149;217;588;24;195;0;1;1651
MT-COLIDER;20;300;154;509;418;998;3690;394;1102;9;0;7594
MT-COLNIZA;10;157;69;167;156;360;1905;88;616;0;0;3528
MT-COMODORO;36;170;119;292;680;565;2020;106;540;5;0;4533
MT-CONFRESA;22;144;101;239;465;542;4120;151;694;109;1;6588
MT-CONQUISTA D OESTE;2;32;15;23;55;62;327;12;93;0;0;621
MT-COTRIGUACU;6;38;33;55;140;146;858;21;126;2;0;1425
MT-CUIABA;346;2142;1673;4429;8887;12778;170566;8979;72747;2838;1235;286620
MT-CURVELANDIA;5;24;16;22;19;69;253;16;109;2;0;535
MT-DENISE;1;13;14;28;26;66;535;19;114;0;0;816
MT-DIAMANTINO;67;406;253;575;618;1066;3875;246;645;1;3;7755
MT-DOM AQUINO;9;90;45;142;155;169;693;44;233;1;0;1581
MT-FELIZ NATAL;14;96;64;156;274;260;1376;55;292;3;0;2590
MT-FIGUEIROPOLIS D OESTE;6;24;36;40;53;58;246;10;93;0;0;566
MT-GAUCHA DO NORTE;25;146;68;290;183;253;1099;47;279;1;0;2391
MT-GENERAL CARNEIRO;8;40;30;54;68;64;437;26;117;0;0;844
MT-GLORIA D OESTE;1;15;16;26;38;16;173;7;69;0;0;361
MT-GUARANTA DO NORTE;17;97;107;275;581;528;3435;290;657;18;5;6010
MT-GUIRATINGA;19;132;56;155;110;177;871;42;208;1;0;1771
MT-INDIAVAI;1;13;7;12;64;25;173;14;81;0;0;390
MT-IPIRANGA DO NORTE;15;136;125;228;198;279;1166;120;315;0;0;2582
MT-ITANHANGA;11;51;26;70;94;116;623;24;147;0;0;1162
MT-ITAUBA;8;53;32;116;102;135;913;43;178;2;0;1582
MT-ITIQUIRA;26;241;159;436;529;491;1639;101;485;1;1;4109
MT-JACIARA;35;218;140;648;416;808;3911;291;917;16;8;7408
MT-JANGADA;5;15;10;25;23;42;652;28;112;7;0;919
MT-JAURU;11;63;33;48;85;65;562;31;212;0;0;1110
MT-JUARA;47;550;346;709;682;1010;3464;303;831;1;1;7944
MT-JUINA;40;325;135;427;522;1326;5119;448;1097;29;6;9474
MT-JURUENA;6;21;21;99;138;370;1228;32;165;1;0;2081
MT-JUSCIMEIRA;13;78;42;154;87;143;862;34;318;11;0;1742
MT-LAMBARI D OESTE;19;100;72;164;122;189;569;27;163;1;0;1426
MT-LUCAS DO RIO VERDE;133;829;529;2461;2476;3104;16206;1409;3855;23;23;31048
MT-LUCIARA;6;20;1;41;13;5;148;2;93;0;0;329
MT-VILA BELA DA SANTISSIMA TRINDADE;42;252;175;352;352;360;1544;45;391;4;3;3520
MT-MARCELANDIA;23;140;54;149;106;273;1619;72;273;0;0;2709
MT-MATUPA;17;161;48;325;313;763;3264;177;555;4;0;5627
MT-MIRASSOL D OESTE;27;218;127;337;541;746;4880;222;793;5;1;7897
MT-NOBRES;16;118;69;169;230;309;2564;59;404;3;1;3942
MT-NORTELANDIA;3;29;11;22;51;54;545;17;159;1;0;892
MT-NOSSA SENHORA DO LIVRAMENTO;30;62;51;106;191;122;1631;28;288;15;0;2524
MT-NOVA BANDEIRANTES;6;79;43;119;118;201;1111;35;196;0;2;1910
MT-NOVA NAZARE;2;15;15;19;16;33;121;2;14;0;0;237
MT-NOVA LACERDA;9;49;36;90;190;195;558;23;157;1;0;1308
MT-NOVA SANTA HELENA;8;39;19;53;75;71;468;25;94;3;5;860
MT-NOVA BRASILANDIA;5;39;33;58;58;82;360;15;85;4;0;739
MT-NOVA CANAA DO NORTE;13;85;51;124;166;251;1324;81;264;1;1;2361
MT-NOVA MUTUM;74;636;532;1836;1830;2317;11313;869;2488;12;7;21914
MT-NOVA OLIMPIA;81;454;179;340;344;477;2827;144;565;3;2;5416
MT-NOVA UBIRATA;36;166;123;431;481;431;1947;102;471;1;0;4189
MT-NOVA XAVANTINA;31;73;50;113;222;249;2619;115;657;3;3;4135
MT-NOVO MUNDO;10;64;28;47;158;135;692;37;129;0;0;1300
MT-NOVO HORIZONTE DO NORTE;2;25;14;25;36;23;215;9;95;0;0;444
MT-NOVO SAO JOAQUIM;19;138;64;190;184;197;785;27;183;20;0;1807
MT-PARANAITA;26;114;71;114;127;160;1036;79;281;0;0;2008
MT-PARANATINGA;78;418;223;702;866;836;3558;166;494;3;0;7344
MT-NOVO SANTO ANTONIO;0;13;6;20;15;24;153;4;71;0;1;307
MT-PEDRA PRETA;53;342;234;623;572;697;2468;174;734;6;1;5904
MT-PEIXOTO DE AZEVEDO;17;73;41;197;233;430;2891;151;705;4;1;4743
MT-PLANALTO DA SERRA;4;54;18;61;57;72;307;14;88;0;0;675
MT-POCONE;53;107;78;166;304;323;2775;76;856;8;11;4757
MT-PONTAL DO ARAGUAIA;6;36;24;32;46;41;494;12;125;0;0;816
MT-PONTE BRANCA;0;15;11;18;24;8;105;4;55;1;0;241
MT-PONTES E LACERDA;51;425;250;566;661;1343;7626;317;1342;4;1;12586
MT-PORTO ALEGRE DO NORTE;6;48;38;92;120;140;868;33;245;5;0;1595
MT-PORTO DOS GAUCHOS;17;106;89;216;235;305;1484;51;256;0;0;2759
MT-PORTO ESPERIDIAO;14;100;86;140;176;168;843;50;278;1;0;1856
MT-PORTO ESTRELA;1;25;22;35;63;35;269;9;84;0;0;543
MT-POXOREO;30;223;110;372;347;303;1390;68;498;7;1;3349
MT-PRIMAVERA DO LESTE;113;687;1132;1761;2078;2918;14548;1381;4267;59;25;28969
MT-QUERENCIA;32;226;913;554;543;1012;3766;199;943;57;2;8247
MT-SAO JOSE DOS QUATRO MARCOS;13;183;130;129;200;260;1635;123;389;11;0;3073
MT-RESERVA DO CABACAL;1;19;15;19;37;25;165;6;75;0;0;362
MT-RIBEIRAO CASCALHEIRA;13;70;40;113;127;228;1074;47;214;2;1;1929
MT-RIBEIRAOZINHO;2;8;18;28;36;30;170;14;70;1;0;377
MT-RIO BRANCO;2;22;11;55;41;58;377;17;127;1;0;711
MT-SANTA CARMEM;3;45;25;80;93;124;1005;37;129;0;0;1541
MT-SANTO AFONSO;2;17;12;62;51;71;387;26;58;0;0;686
MT-SAO JOSE DO POVO;0;24;8;10;23;11;96;5;170;3;0;350
MT-SAO JOSE DO RIO CLARO;33;272;149;383;454;593;1590;106;353;1;0;3934
MT-SAO JOSE DO XINGU;24;90;49;269;162;252;843;26;170;1;0;1886
MT-SAO PEDRO DA CIPA;5;26;24;17;13;15;175;9;102;0;0;386
MT-RONDOLANDIA;30;40;37;50;78;70;642;21;87;0;0;1055
MT-RONDONOPOLIS;205;1662;908;3418;3911;6966;44015;3411;11098;181;134;75909
MT-ROSARIO OESTE;20;83;58;115;195;154;1256;44;258;1;1;2185
MT-SANTA CRUZ DO XINGU;10;13;16;74;67;53;389;9;75;0;0;706
MT-SALTO DO CEU;5;25;11;41;57;46;322;20;97;0;0;624
MT-SANTA RITA DO TRIVELATO;20;106;75;237;224;226;741;44;180;1;0;1854
MT-SANTA TEREZINHA;6;22;20;46;70;60;375;9;77;6;0;691
MT-SANTO ANTONIO DO LESTE;11;104;51;153;238;255;778;27;184;0;0;1801
MT-SANTO ANTONIO DO LEVERGER;36;139;106;171;217;220;1345;38;275;0;1;2548
MT-SAO FELIX DO ARAGUAIA;45;150;102;311;299;335;1658;40;341;1;0;3282
MT-SAPEZAL;108;722;369;1429;1244;1705;5847;378;1488;9;11;13310
MT-SERRA NOVA DOURADA;4;3;0;5;11;19;77;0;4;0;0;123
MT-SINOP;209;1322;823;2502;3209;5162;31353;2909;6756;183;50;54478
MT-SORRISO;179;1159;562;1875;2211;4002;20763;1755;4410;295;34;37245
MT-TABAPORA;17;133;126;179;235;302;1390;56;288;0;0;2726
MT-TANGARA DA SERRA;390;817;685;1565;2257;3662;14110;1550;3928;58;10;29032
MT-TAPURAH;38;341;180;534;486;623;2301;153;484;0;0;5140
MT-TERRA NOVA DO NORTE;3;44;41;84;90;129;1205;66;244;0;1;1907
MT-TESOURO;6;70;26;66;31;82;251;17;94;1;0;644
MT-TORIXOREU;3;37;39;67;65;53;371;19;118;0;0;772
MT-UNIAO DO SUL;9;69;38;81;107;143;467;17;162;0;1;1094
MT-VALE DE SAO DOMINGOS;1;28;9;15;17;20;162;11;107;0;0;370
MT-VARZEA GRANDE;105;576;664;1481;2860;4351;36772;1410;7622;342;125;56308
MT-VERA;22;238;99;278;274;382;1861;73;307;1;0;3535
MT-VILA RICA;21;164;95;224;301;360;1773;48;303;1;0;3290
MT-NOVA GUARITA;2;23;9;32;48;70;348;30;105;37;0;704
MT-NOVA MARILANDIA;13;71;64;233;225;293;1005;104;274;1;0;2283
MT-NOVA MARINGA;21;125;114;256;195;249;961;42;163;1;0;2127
MT-NOVA MONTE VERDE;15;80;59;106;131;138;997;22;190;0;0;1738
GO-ABADIA DE GOIAS;10;49;54;119;190;191;1430;122;356;3;2;2526
GO-ABADIANIA;15;91;58;108;202;159;1857;44;415;1;0;2950
